I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,Angle
571,601,598,711,756,843,713,530,678,533,446,447,590,600,452,2
571,601,598,711,756,843,712,530,677,533,447,447,590,600,451,2
571,601,598,711,756,843,711,530,677,533,446,447,590,601,451,2
569,602,598,711,757,843,711,530,677,533,446,447,590,600,451,2
571,601,598,711,756,842,712,530,677,533,446,447,590,600,452,2
571,601,598,710,756,843,711,530,678,533,446,447,590,600,451,2
571,601,598,710,756,843,710,530,677,533,446,447,590,601,450,2
571,602,598,710,756,842,712,530,677,534,446,447,590,601,450,2
571,602,599,711,756,842,711,530,677,533,446,447,591,602,446,2
571,602,598,711,756,843,713,530,678,534,447,447,591,601,446,2
575,603,598,710,756,843,712,530,677,535,447,447,591,601,452,2
575,603,599,711,756,843,711,531,677,535,447,448,591,601,451,2
575,603,598,711,755,842,713,531,678,535,447,448,591,601,452,2
575,603,599,710,755,843,711,531,677,535,447,448,590,601,452,2
575,602,599,711,755,843,713,531,677,535,447,448,590,601,452,2
575,602,599,710,755,843,712,531,678,534,447,448,590,601,452,2
575,602,598,710,755,843,713,531,678,535,446,447,590,600,452,2
575,602,598,711,755,842,712,530,678,534,447,447,590,601,452,2
575,602,598,711,755,843,711,531,677,535,447,448,589,600,452,2
575,602,598,711,755,841,712,531,677,534,447,448,590,601,452,2
575,602,598,711,756,843,712,531,677,535,446,448,590,600,452,2
575,601,598,710,754,843,712,530,677,534,446,447,590,600,450,2
575,601,598,710,754,843,711,530,677,534,446,446,589,600,446,2
574,601,598,711,753,843,711,530,677,534,445,446,589,600,446,2
574,601,597,710,754,843,712,529,677,533,445,446,589,600,446,2
574,601,598,710,755,842,711,530,677,534,445,446,589,600,446,2
575,601,597,711,755,842,712,530,677,534,445,446,589,600,446,2
573,600,596,710,755,843,711,529,677,533,445,446,589,599,445,2
574,600,596,710,754,843,712,529,677,533,445,446,589,600,445,2
574,600,596,710,753,843,711,529,677,533,445,445,589,599,445,2
574,600,596,710,753,843,712,529,677,533,445,446,589,600,445,2
574,600,596,710,753,843,711,529,677,533,445,446,588,600,446,2
573,600,597,710,753,844,711,529,677,533,444,446,590,600,445,2
570,601,597,710,753,842,711,530,677,532,445,446,590,600,445,2
571,600,597,711,753,842,711,529,676,532,445,445,589,599,445,2
571,601,597,710,753,844,711,529,677,532,445,445,588,599,445,2
572,601,596,710,754,843,712,529,677,532,444,445,588,599,445,2
571,601,597,710,754,843,712,529,677,532,444,446,588,599,445,2
